,page_number,position,result_type,title,link,result_id,publication_info_summary,snippet,cited_by_count,cited_by_link,cited_by_id,total_versions,all_versions_link,all_versions_id,file_format,file_title,file_link
572,58,3,Html,Molecular immune pathogenesis and diagnosis of COVID-19,https://www.sciencedirect.com/science/article/pii/S2095177920302045,0Dfx3E3QXHYJ,"X Li, M Geng, Y Peng, L Meng, S Lu - Journal of pharmaceutical analysis, 2020 - Elsevier",Coronavirus disease 2019 (COVID-19) is a kind of viral pneumonia which is caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). The emergence of SARS-CoV-…,1630,"https://scholar.google.com/scholar?cites=8528920827170731984&as_sdt=5,41&sciodt=0,41&hl=en",8528920827170731984,23,"https://scholar.google.com/scholar?cluster=8528920827170731984&hl=en&as_sdt=0,41",8528920827170731984,HTML,sciencedirect.com,https://www.sciencedirect.com/science/article/pii/S2095177920302045
573,58,4,Html,A review of persistent post-COVID syndrome (PPCS),https://link.springer.com/article/10.1007/s12016-021-08848-3,HEnZOXZ1tZwJ,"B Oronsky, C Larson, TC Hammond, A Oronsky… - Clinical reviews in …, 2021 - Springer","… and manifestations of COVID-19 and its … of COVID-19, which we refer to as persistent post-COVID-syndrome, has received little attention. Potential long-term effects from post-COVID …",132,"https://scholar.google.com/scholar?cites=11292060791338518812&as_sdt=5,41&sciodt=0,41&hl=en",11292060791338518812,15,"https://scholar.google.com/scholar?cluster=11292060791338518812&hl=en&as_sdt=0,41",11292060791338518812,HTML,springer.com,https://link.springer.com/article/10.1007/s12016-021-08848-3
574,58,5,,COVID-19: Lessons for the climate change emergency,https://www.sciencedirect.com/science/article/pii/S0048969720340857,8p-XrUPKL7EJ,"RD Manzanedo, P Manning - Science of the Total Environment, 2020 - Elsevier",… The ongoing COVID-19 outbreak pandemic is now a global … The COVID-19 crisis has affected all aspects of everyday life … are many parallels between the COVID-19 crisis and what we …,141,"https://scholar.google.com/scholar?cites=12767645860642660338&as_sdt=5,41&sciodt=0,41&hl=en",12767645860642660338,12,"https://scholar.google.com/scholar?cluster=12767645860642660338&hl=en&as_sdt=0,41",12767645860642660338,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7320672/
575,58,6,,Possible environmental effects on the spread of COVID-19 in China,https://www.sciencedirect.com/science/article/pii/S0048969720327285,rDdIGUVIi-wJ,"H Xu, C Yan, Q Fu, K Xiao, Y Yu, D Han… - Science of the Total …, 2020 - Elsevier",… COVID-19 transmission will be of great significance in containing the spread of the epidemic. Environmental and meteorological factors might impact the occurrence of COVID-… of COVID-…,130,"https://scholar.google.com/scholar?cites=17044796676327880620&as_sdt=5,41&sciodt=0,41&hl=en",17044796676327880620,14,"https://scholar.google.com/scholar?cluster=17044796676327880620&hl=en&as_sdt=0,41",17044796676327880620,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7204718/
576,58,7,,"Covid-19 autopsies, oklahoma, usa",https://academic.oup.com/ajcp/article-abstract/153/6/725/5818922,gQV--Ilh600J,"LM Barton, EJ Duval, E Stroberg… - American journal of …, 2020 - academic.oup.com",… of core biopsies obtained postmortem from four COVID-19 patients with a minimum … COVID-19 based on complete autopsies in two individuals who died in Oklahoma during the COVID-…,794,"https://scholar.google.com/scholar?cites=5614688605654877569&as_sdt=5,41&sciodt=0,41&hl=en",5614688605654877569,27,"https://scholar.google.com/scholar?cluster=5614688605654877569&hl=en&as_sdt=0,41",5614688605654877569,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7184436/?fbclid=IwAR0mR8Vpyg76vpqVzf3NnfskpdI0xeoqjhu6K_UB8XCwggvL0ijPYZaRAqU
577,58,8,,Artificial Intelligence (AI) applications for COVID-19 pandemic,https://www.sciencedirect.com/science/article/pii/S1871402120300771,CxgvkjilGKgJ,"R Vaishya, M Javaid, IH Khan, A Haleem - Diabetes & Metabolic Syndrome …, 2020 - Elsevier",… We have identified seven significant applications of AI for COVID-19 pandemic. This technology plays an important role to detect the cluster of cases and to predict where this virus will …,794,"https://scholar.google.com/scholar?cites=12112612860202260491&as_sdt=5,41&sciodt=0,41&hl=en",12112612860202260491,15,"https://scholar.google.com/scholar?cluster=12112612860202260491&hl=en&as_sdt=0,41",12112612860202260491,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/pmc7195043/
578,58,9,,Dexamethasone in the management of covid-19,https://www.bmj.com/content/370/bmj.m2648.full,L0tL0j1BOEwJ,"RM Johnson, JM Vinetz - Bmj, 2020 - bmj.com",… the covid-19 RECOVERY trial revealed in a press release 1 that participants with severe covid-… Changes in the NHS covid-19 treatment protocol were soon announced based on these …,173,"https://scholar.google.com/scholar?cites=5492211479355280175&as_sdt=5,41&sciodt=0,41&hl=en",5492211479355280175,8,"https://scholar.google.com/scholar?cluster=5492211479355280175&hl=en&as_sdt=0,41",5492211479355280175,PDF,researchgate.net,https://www.researchgate.net/profile/Joseph-Vinetz/publication/342685388_Dexamethasone_in_the_management_of_covid_-19/links/5f328bd1299bf13404b776f6/Dexamethasone-in-the-management-of-covid-19.pdf
579,58,10,,Medical education in the time of COVID-19,https://www.science.org/doi/abs/10.1126/sciadv.abc7110,W_GGM3csJPsJ,"DB Wayne, M Green, EG Neilson - Science Advances, 2020 - science.org","… What seems certain is that a return to a typical pre–COVID-19 … As we reflect on the COVID-19 pandemic, changes to the … care workers currently treating patients with COVID-19 reaffirm …",75,"https://scholar.google.com/scholar?cites=18096638093158707547&as_sdt=5,41&sciodt=0,41&hl=en",18096638093158707547,16,"https://scholar.google.com/scholar?cluster=18096638093158707547&hl=en&as_sdt=0,41",18096638093158707547,HTML,science.org,https://www.science.org/doi/full/10.1126/sciadv.abc7110
580,59,1,Html,Bamlanivimab plus etesevimab in mild or moderate Covid-19,https://www.nejm.org/doi/full/10.1056/NEJMoa2102685,r6u2FvgK1coJ,"M Dougan, A Nirula, M Azizad… - … England Journal of …, 2021 - Mass Medical Soc","Background Patients with underlying medical conditions are at increased risk for severe coronavirus disease 2019 (Covid-19). Whereas vaccine-derived immunity develops over time, …",226,"https://scholar.google.com/scholar?cites=14615600226350050223&as_sdt=5,41&sciodt=0,41&hl=en",14615600226350050223,8,"https://scholar.google.com/scholar?cluster=14615600226350050223&hl=en&as_sdt=0,41",14615600226350050223,HTML,nejm.org,https://www.nejm.org/doi/full/10.1056/NEJMoa2102685
581,59,2,Html,The influence of COVID-19 on air quality in India: a boon or inutile,https://link.springer.com/article/10.1007/s00128-020-02877-y,LJ_0k7SmRokJ,"S Gautam - Bulletin of environmental contamination and toxicology, 2020 - Springer",… COVID-19 and discontinue the transmission of novel coronavirus. Major negative effects on the social and surrounding environment have been reported due to COVID-… due to COVID-19 …,171,"https://scholar.google.com/scholar?cites=9891776926072479532&as_sdt=5,41&sciodt=0,41&hl=en",9891776926072479532,13,"https://scholar.google.com/scholar?cluster=9891776926072479532&hl=en&as_sdt=0,41",9891776926072479532,HTML,springer.com,https://link.springer.com/article/10.1007/s00128-020-02877-y
582,59,3,Html,How will COVID-19 affect the health care economy?,https://jamanetwork.com/journals/jama-health-forum/fullarticle/2764547,aY6Dy_AL6JIJ,"D Cutler - JAMA Health Forum, 2020 - jamanetwork.com","Coronavirus disease 2019 (COVID-19) has created an economic crisis alongside a health care crisis. During the 2 weeks ending on March 28, nearly 10 million people filed for …",105,"https://scholar.google.com/scholar?cites=10585724052968803945&as_sdt=5,41&sciodt=0,41&hl=en",10585724052968803945,8,"https://scholar.google.com/scholar?cluster=10585724052968803945&hl=en&as_sdt=0,41",10585724052968803945,HTML,jamanetwork.com,https://jamanetwork.com/journals/jama-health-forum/fullarticle/2764547
583,59,4,Html,"Poverty, inequality and COVID-19: the forgotten vulnerable",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7221360/,EJB-ykxog04J,"JA Patel, FBH Nielsen, AA Badiani, S Assi… - Public …, 2020 - ncbi.nlm.nih.gov","… (COVID-19). For people of low socio-economic status (SES), a number of factors increase their exposure to COVID-… exacerbated by the responses to COVID-19 and its aftermath. 4 Such …",513,"https://scholar.google.com/scholar?cites=5657480235931570192&as_sdt=5,41&sciodt=0,41&hl=en",5657480235931570192,8,"https://scholar.google.com/scholar?cluster=5657480235931570192&hl=en&as_sdt=0,41",5657480235931570192,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7221360/
584,59,5,Html,Covid-19—a reminder to reason,https://www.nejm.org/doi/full/10.1056/NEJMp2009405,x64wXzxaEZgJ,"I Zagury-Orly, RM Schwartzstein - New England Journal of …, 2020 - Mass Medical Soc","… Our mission as healers, in a situation such as the Covid-19 pandemic, makes us feel compelled to do something. As doctors trained in the scientific method, however, we are committed …",126,"https://scholar.google.com/scholar?cites=10957638583710691015&as_sdt=5,41&sciodt=0,41&hl=en",10957638583710691015,6,"https://scholar.google.com/scholar?cluster=10957638583710691015&hl=en&as_sdt=0,41",10957638583710691015,HTML,nejm.org,https://www.nejm.org/doi/full/10.1056/NEJMp2009405
585,59,6,,The challenges of modeling and forecasting the spread of COVID-19,https://www.pnas.org/content/117/29/16732.short,fSBvSCawb80J,"AL Bertozzi, E Franco, G Mohler… - Proceedings of the …, 2020 - National Acad Sciences","The coronavirus disease 2019 (COVID-19) pandemic has placed epidemic modeling at the forefront of worldwide public policy making. Nonetheless, modeling and forecasting the …",348,"https://scholar.google.com/scholar?cites=14803244178660597885&as_sdt=5,41&sciodt=0,41&hl=en",14803244178660597885,20,"https://scholar.google.com/scholar?cluster=14803244178660597885&hl=en&as_sdt=0,41",14803244178660597885,PDF,pnas.org,https://www.pnas.org/content/pnas/117/29/16732.full.pdf
586,59,7,,COVID-19 presenting with ophthalmoparesis from cranial nerve palsy,https://n.neurology.org/content/early/2020/04/28/WNL.0000000000009700/tab-article-info?versioned=true,7wGrHLKc5nUJ,"M Dinkin, V Gao, J Kahan, S Bobker, M Simonetto… - Neurology, 2020 - AAN Enterprises",… diagnosed with COVID-19 after presenting with diplopia and ophthalmoparesis. … patients with even mild symptoms and signs of COVID-19. Hydroxychloroquine was used in both cases …,272,"https://scholar.google.com/scholar?cites=8495650035880100335&as_sdt=5,41&sciodt=0,41&hl=en",8495650035880100335,7,"https://scholar.google.com/scholar?cluster=8495650035880100335&hl=en&as_sdt=0,41",8495650035880100335,PDF,spneurologia.com,https://www.spneurologia.com/files/pdf/39_oftalmoparesia-e-covid-19_1589881336.pdf
587,59,8,Pdf,Potential pathogenesis of ageusia and anosmia in COVID-19 patients.,https://www.fonovim.com.br/arquivos/ff7a14aec99d2d2fad658c8be380dc33-Potential-pathogenesis-of-ageusia-and-anosmia-in-COVID-19-patients.pdf,a841F60M9jYJ,"LA Vaira, G Salzano, AG Fois, P Piombino… - International forum of …, 2020 - fonovim.com.br","From the first reports, ageusia and anosmia appear to be frequent clinical features in coronavirus disease 19 (COVID-19) patients. We have performed a survey of the literature, …",194,"https://scholar.google.com/scholar?cites=3960366859877207659&as_sdt=5,41&sciodt=0,41&hl=en",3960366859877207659,10,"https://scholar.google.com/scholar?cluster=3960366859877207659&hl=en&as_sdt=0,41",3960366859877207659,PDF,fonovim.com.br,https://www.fonovim.com.br/arquivos/ff7a14aec99d2d2fad658c8be380dc33-Potential-pathogenesis-of-ageusia-and-anosmia-in-COVID-19-patients.pdf
588,59,9,,COVID-19 can affect the heart,https://www.science.org/doi/abs/10.1126/science.abe2813,a0dTxjrVSi0J,"EJ Topol - Science, 2020 - science.org","… These complications, which at times are the only features of coronavirus disease 2019 (COVID-19) clinical presentation, have occurred even in cases with mild symptoms and in people who did …",78,"https://scholar.google.com/scholar?cites=3263655328395511659&as_sdt=5,41&sciodt=0,41&hl=en",3263655328395511659,8,"https://scholar.google.com/scholar?cluster=3263655328395511659&hl=en&as_sdt=0,41",3263655328395511659,HTML,science.org,https://www.science.org/doi/full/10.1126/science.abe2813
589,59,10,,Children and the COVID-19 pandemic.,https://psycnet.apa.org/record/2020-39582-001,Yx_a0Bvki3UJ,"C Phelps, LL Sperry - Psychological Trauma: Theory, Research …, 2020 - psycnet.apa.org","As a result of the COVID-19 pandemic, many school districts have closed for the remainder of the academic year. These closures are unfortunate because, for many students, schools …",155,"https://scholar.google.com/scholar?cites=8470114332319555427&as_sdt=5,41&sciodt=0,41&hl=en",8470114332319555427,10,"https://scholar.google.com/scholar?cluster=8470114332319555427&hl=en&as_sdt=0,41",8470114332319555427,PDF,cokmed.net,http://www.cokmed.net/ps-sistem/dosyalar/kutuphane/Children%20and%20Covid-19%20Pandemic.pdf
590,60,1,,Children and the COVID-19 pandemic.,https://psycnet.apa.org/record/2020-39582-001,Yx_a0Bvki3UJ,"C Phelps, LL Sperry - Psychological Trauma: Theory, Research …, 2020 - psycnet.apa.org","As a result of the COVID-19 pandemic, many school districts have closed for the remainder of the academic year. These closures are unfortunate because, for many students, schools …",155,"https://scholar.google.com/scholar?cites=8470114332319555427&as_sdt=5,41&sciodt=0,41&hl=en",8470114332319555427,10,"https://scholar.google.com/scholar?cluster=8470114332319555427&hl=en&as_sdt=0,41",8470114332319555427,PDF,cokmed.net,http://www.cokmed.net/ps-sistem/dosyalar/kutuphane/Children%20and%20Covid-19%20Pandemic.pdf
591,60,2,,"COVID-19 vaccination intention in the UK: results from the COVID-19 vaccination acceptability study (CoVAccS), a nationally representative cross-sectional survey",https://www.tandfonline.com/doi/abs/10.1080/21645515.2020.1846397,hzVk4h6cBIsJ,"SM Sherman, LE Smith, J Sim, R Amlôt… - Human vaccines & …, 2021 - Taylor & Francis","To investigate factors associated with intention to be vaccinated against COVID-19 we conducted a cross-sectional survey of 1,500 UK adults, recruited from an existing online research …",383,"https://scholar.google.com/scholar?cites=10017303127639995783&as_sdt=5,41&sciodt=0,41&hl=en",10017303127639995783,16,"https://scholar.google.com/scholar?cluster=10017303127639995783&hl=en&as_sdt=0,41",10017303127639995783,PDF,tandfonline.com,https://www.tandfonline.com/doi/pdf/10.1080/21645515.2020.1846397
592,60,3,Html,COVID-19 and smoking: A systematic review of the evidence,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7083240/,Kveiw7Yuui4J,"CI Vardavas, K Nikitara - Tobacco induced diseases, 2020 - ncbi.nlm.nih.gov","COVID-19 is a coronavirus outbreak that initially appeared in Wuhan, Hubei Province, China, in December 2019, but it has already evolved into a pandemic spreading rapidly …",1153,"https://scholar.google.com/scholar?cites=3367055033914029866&as_sdt=5,41&sciodt=0,41&hl=en",3367055033914029866,26,"https://scholar.google.com/scholar?cluster=3367055033914029866&hl=en&as_sdt=0,41",3367055033914029866,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7083240/
593,60,4,Html,Facing the COVID‐19 outbreak: What should we know and what could we do?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7228352/,-fpAXAB_hxYJ,"Y Yang, W Shang, X Rao - Journal of medical virology, 2020 - ncbi.nlm.nih.gov","… antiviral treatments for COVID‐19 are available. 7 Thus, what could we do to fight COVID‐19? … Lastly, we should say that what we have done today is not only to control COVID‐19 but, …",96,"https://scholar.google.com/scholar?cites=1623405830214843129&as_sdt=5,41&sciodt=0,41&hl=en",1623405830214843129,11,"https://scholar.google.com/scholar?cluster=1623405830214843129&hl=en&as_sdt=0,41",1623405830214843129,HTML,nih.gov,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7228352/
